activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,16474605,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '10.03', 'le': '0.19', 'lle': '0.77', 'sei': '7.57'}",CHEMBL3764781,,CHEMBL3764781,4.18,False,http://www.openphacts.org/units/Nanomolar,2758275,=,1,True,=,,IC50,nM,,66600.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,66.6
,16474606,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(CCc4ccccc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763583,,CHEMBL3763583,,False,http://www.openphacts.org/units/Nanomolar,2758276,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16474607,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN2CCN(c3cc(=O)c4c(OC)cc(OC)cc4o3)CC2)cc1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3765802,,CHEMBL3765802,,False,http://www.openphacts.org/units/Nanomolar,2758277,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16474608,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '11.94', 'le': '0.22', 'lle': '1.86', 'sei': '5.00'}",CHEMBL3763441,,CHEMBL3763441,4.91,False,http://www.openphacts.org/units/Nanomolar,2758278,=,1,True,=,,IC50,nM,,12200.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,12.2
,16474609,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '10.38', 'le': '0.19', 'lle': '1.38', 'sei': '4.49'}",CHEMBL3764197,,CHEMBL3764197,4.42,False,http://www.openphacts.org/units/Nanomolar,2758279,=,1,True,=,,IC50,nM,,38200.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,38.2
,16474610,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(CN2CCN(c3cc(=O)c4c(OC)cc(OC)cc4o3)CC2)cc1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3764960,,CHEMBL3764960,,False,http://www.openphacts.org/units/Nanomolar,2758280,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16474611,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '9.87', 'le': '0.18', 'lle': '1.00', 'sei': '5.07'}",CHEMBL3763752,,CHEMBL3763752,4.00,False,http://www.openphacts.org/units/Nanomolar,2758281,=,1,True,=,,IC50,nM,,99700.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,99.7
,16474612,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '10.40', 'le': '0.19', 'lle': '1.38', 'sei': '4.50'}",CHEMBL3765551,,CHEMBL3765551,4.42,False,http://www.openphacts.org/units/Nanomolar,2758282,=,1,True,=,,IC50,nM,,37600.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,37.6
Not Active,16474613,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(S(C)(=O)=O)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3764262,,CHEMBL3764262,,False,,2758283,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,16474614,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763817,,CHEMBL3763817,,False,http://www.openphacts.org/units/Nanomolar,2758284,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16474615,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(SC(F)(F)F)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3765052,,CHEMBL3765052,,False,http://www.openphacts.org/units/Nanomolar,2758285,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16474616,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(S(=O)(=O)C(F)(F)F)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763805,,CHEMBL3763805,,False,http://www.openphacts.org/units/Nanomolar,2758286,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
Not Active,16474617,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(N)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3764821,,CHEMBL3764821,,False,,2758287,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,16474618,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(NC(C)=O)cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763435,,CHEMBL3763435,,False,,2758288,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,16474619,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(C)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3764329,,CHEMBL3764329,,False,,2758289,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,16475521,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(C(=O)c4ccc([N+](=O)[O-])cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763290,,CHEMBL3763290,,False,,2758290,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,16475522,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc5nonc5c4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763285,,CHEMBL3763285,,False,,2758291,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,16475523,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(NCCc3ccc(OC)c(OC)c3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3765286,,CHEMBL3765286,,False,http://www.openphacts.org/units/Nanomolar,2758292,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
Not Active,16475524,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(NCCCN3CCOCC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3765272,,CHEMBL3765272,,False,,2758293,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,16475525,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL1506885,,CHEMBL1506885,,False,,2758294,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,16475526,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C(=O)CCSC(SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL89768,,CHEMBL15177,,False,,2758461,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,16475527,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '16.17', 'le': '0.30', 'lle': '3.20', 'sei': '9.35'}",CHEMBL410316,FUMITREMORGIN,CHEMBL410316,6.14,False,http://www.openphacts.org/units/Nanomolar,2758462,=,1,True,=,,IC50,nM,,730.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.73
,16475528,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '9.72', 'le': '0.18', 'lle': '-0.09', 'sei': '5.65'}",CHEMBL348475,TARIQUIDAR,CHEMBL348475,6.28,False,http://www.openphacts.org/units/Nanomolar,2758463,=,1,True,=,,IC50,nM,,520.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.52
,16475529,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(C(=O)N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763433,,CHEMBL3763433,,False,http://www.openphacts.org/units/Nanomolar,2758464,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16475530,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(OC)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,,CHEMBL3763302,,CHEMBL3763302,,False,http://www.openphacts.org/units/Nanomolar,2758465,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,100.0
,16475531,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '10.14', 'le': '0.19', 'lle': '2.09', 'sei': '3.53'}",CHEMBL3763734,,CHEMBL3763734,4.46,False,http://www.openphacts.org/units/Nanomolar,2758466,=,1,True,=,,IC50,nM,,34900.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,34.9
,16475532,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '11.20', 'le': '0.21', 'lle': '2.55', 'sei': '3.89'}",CHEMBL3763735,,CHEMBL3763735,4.92,False,http://www.openphacts.org/units/Nanomolar,2758467,=,1,True,=,,IC50,nM,,12000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,12.0
,16475533,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '10.53', 'le': '0.19', 'lle': '0.46', 'sei': '7.60'}",CHEMBL2011285,,CHEMBL2011285,4.79,False,http://www.openphacts.org/units/Nanomolar,2758468,=,1,True,=,,IC50,nM,,16300.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,16.3
,16475534,[],CHEMBL3767955,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCc4ccccc4)cccc3o2)cc1OC,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '12.50', 'le': '0.23', 'lle': '1.38', 'sei': '6.60'}",CHEMBL2011282,,CHEMBL2011282,5.75,False,http://www.openphacts.org/units/Nanomolar,2758469,=,1,True,=,,IC50,nM,,1800.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.8
,16475593,[],CHEMBL3768161,Inhibition of human ABCG2 expressed in HEK293 cells by mitoxantrone flow cytometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '11.02', 'le': '0.20', 'lle': '0.68', 'sei': '7.95'}",CHEMBL2011285,,CHEMBL2011285,5.01,False,http://www.openphacts.org/units/Nanomolar,2758468,=,1,True,=,,IC50,nM,,9800.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,9.8
,16475594,[],CHEMBL3768161,Inhibition of human ABCG2 expressed in HEK293 cells by mitoxantrone flow cytometric analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCc4ccccc4)cccc3o2)cc1OC,,,CHEMBL3763047,Eur. J. Med. Chem.,2016,"{'bei': '14.73', 'le': '0.27', 'lle': '2.41', 'sei': '7.78'}",CHEMBL2011282,,CHEMBL2011282,6.77,False,http://www.openphacts.org/units/Nanomolar,2758469,=,1,True,=,,IC50,nM,,170.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.17
,16589506,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '13.16', 'le': '0.24', 'lle': '2.09', 'sei': '8.34'}",CHEMBL28098,,CHEMBL28098,5.09,False,http://www.openphacts.org/units/Nanomolar,2776917,=,1,True,=,,IC50,nM,,8190.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.19
,16589507,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(N4CCN(Cc5ccccc5)CC4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '13.65', 'le': '0.25', 'lle': '2.12', 'sei': '8.34'}",CHEMBL3805746,,CHEMBL3805746,5.08,False,http://www.openphacts.org/units/Nanomolar,2776918,=,1,True,=,,IC50,nM,,8240.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.24
,16589508,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(N4CCN(C(c5ccccc5)c5ccccc5)CC4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '10.80', 'le': '0.19', 'lle': '0.29', 'sei': '7.94'}",CHEMBL3805257,,CHEMBL3805257,4.84,False,http://www.openphacts.org/units/Nanomolar,2777633,=,1,True,=,,IC50,nM,,14300.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,14.3
,16589509,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(N4CCN(c5ccccc5)CC4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '14.59', 'le': '0.26', 'lle': '2.26', 'sei': '8.57'}",CHEMBL3806039,,CHEMBL3806039,5.23,False,http://www.openphacts.org/units/Nanomolar,2777634,=,1,True,=,,IC50,nM,,5910.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,5.91
,16589510,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ncnc3c(C#N)c4n(c23)CCCC4)CC1,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '18.12', 'le': '0.33', 'lle': '3.98', 'sei': '8.81'}",CHEMBL3806168,,CHEMBL3806168,5.37,False,http://www.openphacts.org/units/Nanomolar,2777635,=,1,True,=,,IC50,nM,,4250.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,4.25
Not Determined,16589511,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(N4CCNCC4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,,CHEMBL3805068,,CHEMBL3805068,,False,,2777636,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,16589512,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(NCCCc4ccccc4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '15.74', 'le': '0.28', 'lle': '1.54', 'sei': '7.84'}",CHEMBL3805730,,CHEMBL3805730,5.22,False,http://www.openphacts.org/units/Nanomolar,2777637,=,1,True,=,,IC50,nM,,6070.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.07
Not Determined,16589513,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(NCCc4ccccc4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,,CHEMBL282611,,CHEMBL282611,,False,,2777638,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,16589514,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(NCc4ccccc4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '15.83', 'le': '0.29', 'lle': '1.55', 'sei': '7.22'}",CHEMBL3805611,,CHEMBL3805611,4.80,False,http://www.openphacts.org/units/Nanomolar,2777639,=,1,True,=,,IC50,nM,,15800.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,15.8
,16589515,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c2n(c3c(Nc4ccccc4)ncnc13)CCCC2,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '17.68', 'le': '0.32', 'lle': '1.73', 'sei': '7.69'}",CHEMBL3805095,,CHEMBL3805095,5.12,False,http://www.openphacts.org/units/Nanomolar,2777640,=,1,True,=,,IC50,nM,,7680.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,7.68
,16589516,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(CCc4ccccc4)CC3)ncnc12,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '9.53', 'le': '0.18', 'lle': '-2.00', 'sei': '8.20'}",CHEMBL3805731,,CHEMBL3805731,5.00,False,http://www.openphacts.org/units/Nanomolar,2777641,=,1,True,=,,IC50,nM,,9940.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,9.94
,16589517,[],CHEMBL3807538,Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12,,,CHEMBL3804803,J. Med. Chem.,2016,"{'bei': '10.44', 'le': '0.19', 'lle': '-1.63', 'sei': '8.74'}",CHEMBL3805970,,CHEMBL3805970,5.33,False,http://www.openphacts.org/units/Nanomolar,2777642,=,1,True,=,,IC50,nM,,4680.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,4.68
